Cert_ID,St_ID,Platform,Cost,Duration,Date
2696,1440,edX,24.18,14,5/16/2024
2697,1441,FutureLearn,18.19,1,6/29/2021
2698,1442,FutureLearn,13.68,3,8/9/2020
2699,1443,edX,22.92,7,7/10/2022
2700,1447,Udemy,4.2,16,5/23/2021
2701,1449,Udemy,8.02,13,1/15/2024
2702,1451,edX,15.34,14,3/22/2024
2703,1453,edX,2.94,12,7/27/2023
2704,1454,edX,10.27,3,10/11/2020
2705,1457,FutureLearn,10.61,14,7/11/2022
2706,1458,Coursera,6.39,7,10/1/2024
2707,1459,LinkedIn Learning,1.02,15,1/21/2023
2708,1460,edX,1.03,11,7/27/2020
2709,1461,edX,6.89,15,1/1/2023
2710,1462,Coursera,23.2,9,8/9/2020
2711,1464,edX,16.08,16,8/8/2022
2712,1465,Coursera,3.72,10,8/27/2024
2713,1466,Udemy,20.56,3,7/5/2023
2714,1468,Coursera,14.38,5,12/19/2020
2715,1469,FutureLearn,14.1,12,8/10/2020
2716,1470,LinkedIn Learning,2.71,3,11/1/2020
2717,1471,edX,22.5,16,11/18/2021
2718,1472,FutureLearn,6.18,16,1/19/2023
2719,1473,FutureLearn,19.25,2,9/16/2023
2720,1474,Coursera,23.24,7,1/3/2024
2721,1475,FutureLearn,21,6,7/31/2023
2722,1479,Coursera,0.32,13,9/26/2021
2723,1480,FutureLearn,6.32,8,6/13/2022
2724,1481,LinkedIn Learning,4.76,6,2/7/2020
2725,1482,Coursera,16.81,15,7/3/2021
2726,1487,LinkedIn Learning,9.88,4,6/15/2020
2727,1488,LinkedIn Learning,9.77,9,6/8/2023
2728,1491,Coursera,17.08,4,7/5/2023
2729,1492,Udemy,4.11,3,11/21/2024
2730,1493,LinkedIn Learning,2.56,14,11/16/2023
2731,1494,Udemy,1.05,10,1/29/2023
2732,1495,Udemy,19.62,11,12/11/2023
2733,1499,FutureLearn,23.7,5,6/4/2023
2734,1501,LinkedIn Learning,5.53,13,11/26/2022
2735,1502,Coursera,24.59,12,10/1/2023
2736,1503,Udemy,21.96,8,10/16/2022
2737,1505,FutureLearn,15.64,12,7/4/2024
2738,1506,edX,7.77,13,3/11/2023
2739,1508,Coursera,6.96,8,5/26/2024
2740,1510,LinkedIn Learning,3.23,13,7/1/2020
2741,1511,LinkedIn Learning,18.68,7,11/30/2021
2742,1513,FutureLearn,9.3,3,9/20/2023
2743,1515,edX,23.89,16,12/18/2021
2744,1517,FutureLearn,18.9,10,5/10/2023
2745,1518,Udemy,15.66,2,8/15/2023
2746,1519,edX,17.06,4,10/21/2024
2747,1520,FutureLearn,6.71,4,5/26/2022
2748,1522,LinkedIn Learning,4.78,4,10/19/2022
2749,1523,Coursera,16.17,6,12/5/2022
2750,1525,Coursera,24.46,6,9/13/2024
2751,1527,FutureLearn,3.82,16,4/18/2020
2752,1528,Udemy,2.18,9,3/27/2020
2753,1529,edX,12.44,16,5/6/2021
2754,1530,FutureLearn,7.24,6,10/31/2022
2755,1531,Udemy,17.33,6,8/22/2023
2756,1533,FutureLearn,4.76,14,1/18/2024
2757,1534,edX,24.92,15,4/7/2022
2758,1535,LinkedIn Learning,18.14,8,1/28/2021
2759,1536,FutureLearn,5.65,12,12/9/2023
2760,1537,edX,19.98,2,2/14/2023
2761,1538,FutureLearn,23.09,7,1/26/2022
2762,1540,FutureLearn,24.17,4,7/26/2024
2763,1541,Coursera,0.48,10,1/7/2022
2764,1542,FutureLearn,23.77,1,4/11/2022
2765,1543,edX,12.6,8,7/19/2023
2766,1544,edX,0.07,1,5/3/2022
2767,1547,edX,9.56,8,11/20/2022
2768,1549,edX,9.12,11,5/20/2024
2769,1553,Udemy,16.04,10,8/3/2024
2770,1554,edX,22.16,11,2/10/2020
2771,1556,LinkedIn Learning,6.66,4,12/7/2023
2772,1557,FutureLearn,21.5,1,5/21/2023
2773,1559,Udemy,9.5,5,3/30/2022
2774,1560,FutureLearn,20.85,2,12/21/2024
2775,1561,FutureLearn,24.57,3,9/5/2023
2776,1563,Udemy,6.23,12,11/28/2023
2777,1564,edX,18.85,13,6/19/2021
2778,1565,FutureLearn,17.08,4,2/1/2024
2779,1566,FutureLearn,21.01,5,6/22/2023
2780,1567,FutureLearn,23.52,14,8/26/2023
2781,1569,LinkedIn Learning,7.68,16,4/24/2023
2782,1570,edX,8.75,1,8/21/2024
2783,1571,LinkedIn Learning,20.04,12,9/26/2022
2784,1576,LinkedIn Learning,13.19,11,6/12/2024
2785,1577,edX,16.79,4,4/20/2024
2786,1579,edX,22.86,7,11/15/2022
2787,1580,FutureLearn,3.57,8,4/4/2024
2788,1582,edX,14.25,2,7/12/2022
2789,1584,Coursera,19.57,3,6/17/2023
2790,1585,FutureLearn,14.57,13,10/23/2022
2791,1587,FutureLearn,12.77,6,3/12/2021
2792,1588,FutureLearn,5.59,8,7/16/2023
2793,1589,LinkedIn Learning,16.09,7,12/10/2022
2794,1591,FutureLearn,18.17,10,6/27/2022
2795,1592,Udemy,10.47,10,1/19/2024
2796,1593,edX,23.43,3,6/29/2020
2797,1594,Udemy,24.06,8,8/26/2023
2798,1595,Udemy,3.84,5,12/5/2020
2799,1598,FutureLearn,8.56,15,2/26/2022
2800,1599,edX,23.88,16,12/14/2024
2801,1600,LinkedIn Learning,24.29,15,1/23/2020
2802,1602,LinkedIn Learning,5.19,5,10/13/2023
2803,1603,Coursera,18.15,11,9/25/2023
2804,1604,FutureLearn,19.89,4,6/30/2023
2805,1605,Udemy,9.48,1,8/15/2023
2806,1606,Udemy,13.92,7,5/17/2022
2807,1608,Coursera,19.73,4,11/9/2022
2808,1610,Coursera,24.64,1,10/15/2022
2809,1612,FutureLearn,9.52,4,9/4/2021
2810,1613,Udemy,20.83,6,8/17/2024
2811,1614,FutureLearn,9.6,1,4/17/2023
2812,1615,Coursera,17.68,12,7/12/2020
2813,1617,FutureLearn,11,2,6/4/2024
2814,1618,edX,20.8,11,1/7/2023
2815,1620,FutureLearn,21.12,12,1/3/2024
2816,1621,Coursera,9.46,15,7/15/2024
2817,1622,Coursera,23.6,13,4/19/2022
2818,1626,LinkedIn Learning,23.79,1,10/29/2021
2819,1628,Coursera,8.33,10,4/14/2020
2820,1631,FutureLearn,24.48,4,8/24/2023
2821,1632,Udemy,4.26,11,9/9/2024
2822,1634,Udemy,23.57,3,4/30/2020
2823,1636,FutureLearn,9.33,4,3/23/2024
2824,1638,Coursera,0.47,13,12/28/2020
2825,1639,Udemy,15.51,7,9/9/2024
2826,1640,Udemy,0.13,11,3/24/2022
2827,1641,Udemy,15.08,8,9/21/2021
2828,1642,edX,1.89,10,10/17/2020
2829,1643,FutureLearn,7.61,16,12/4/2020
2830,1647,Coursera,14.86,3,6/9/2022
2831,1648,Udemy,9.77,2,7/17/2024
2832,1649,Coursera,7.96,7,1/14/2024
2833,1650,Udemy,3.79,7,4/29/2021
2834,1651,Coursera,7.97,10,6/17/2021
2835,1652,LinkedIn Learning,13.69,6,2/16/2022
2836,1654,Udemy,11.84,5,8/28/2020
2837,1655,FutureLearn,19.33,4,8/6/2021
2838,1657,Coursera,12.98,9,2/11/2024
2839,1658,edX,23.89,11,2/3/2024
2840,1662,Udemy,3.5,9,8/3/2022
2841,1663,Udemy,11.68,5,6/18/2020
2842,1666,Udemy,11.92,6,12/11/2020
2843,1667,Udemy,17.86,11,8/20/2024
2844,1668,LinkedIn Learning,24.44,2,11/28/2023
2845,1670,FutureLearn,3.57,3,8/25/2021
2846,1671,LinkedIn Learning,8.97,16,5/25/2024
2847,1672,LinkedIn Learning,11.43,10,10/18/2023
2848,1673,LinkedIn Learning,7.38,11,4/17/2024
2849,1674,Udemy,14.71,2,5/22/2023
2850,1675,Coursera,18.22,2,10/12/2022
2851,1676,LinkedIn Learning,0.45,4,6/9/2024
2852,1677,FutureLearn,18.81,10,5/7/2021
2853,1681,Coursera,11.76,8,9/6/2022
2854,1682,Coursera,22.27,13,8/3/2023
2855,1683,FutureLearn,1.37,6,5/7/2024
2856,1685,Udemy,3.84,6,7/13/2023
2857,1686,FutureLearn,9.15,15,4/27/2021
2858,1687,Udemy,22.68,11,3/21/2021
2859,1689,LinkedIn Learning,18.15,14,6/10/2023
2860,1690,FutureLearn,21.93,14,4/5/2022
2861,1692,edX,6.34,6,8/20/2021
2862,1696,Udemy,14.75,8,6/5/2020
2863,1697,Coursera,1.57,9,1/27/2024
2864,1699,edX,3.27,14,10/12/2023
2865,1700,Udemy,20.35,14,6/9/2024
2866,1701,Udemy,22.63,13,1/16/2022
2867,1702,Coursera,9.57,14,8/12/2024
2868,1707,FutureLearn,0.17,16,1/30/2021
2869,1708,FutureLearn,9.39,1,8/31/2023
2870,1709,Udemy,10.18,12,12/22/2021
2871,1710,LinkedIn Learning,20.05,2,10/7/2024
2872,1711,LinkedIn Learning,17.22,11,4/26/2022
2873,1712,Coursera,21.07,9,9/21/2023
2874,1715,LinkedIn Learning,9.45,16,1/15/2024
2875,1716,FutureLearn,5.81,16,1/20/2022
2876,1719,LinkedIn Learning,22.31,14,10/28/2022
2877,1720,edX,4.42,5,5/25/2021
2878,1721,Udemy,16.38,10,11/13/2021
2879,1722,Udemy,23.22,7,12/21/2020
2880,1723,Udemy,2.29,12,12/14/2020
2881,1724,FutureLearn,7.29,10,2/9/2024
2882,1725,FutureLearn,4.21,6,8/28/2023
2883,1726,LinkedIn Learning,19.09,12,4/19/2022
2884,1727,edX,22.91,6,12/9/2022
2885,1728,LinkedIn Learning,8.72,3,5/12/2023
2886,1729,Udemy,16.64,2,10/26/2020
2887,1730,Coursera,18.04,15,3/29/2020
2888,1731,edX,11,8,4/17/2023
2889,1734,edX,8.92,12,7/8/2024
2890,1735,edX,3.36,9,8/3/2020
2891,1737,Coursera,23.78,7,3/31/2024
2892,1738,Udemy,5.86,14,3/19/2023
2893,1739,edX,1.27,2,4/18/2022
2894,1741,LinkedIn Learning,4.55,14,2/18/2020
2895,1742,Coursera,15.25,14,8/31/2021
2896,1744,LinkedIn Learning,5.05,13,5/20/2021
2897,1746,edX,11.8,6,10/27/2020
2898,1747,edX,19.2,4,1/9/2022
2899,1749,LinkedIn Learning,16.98,16,4/13/2022
2900,1750,LinkedIn Learning,17.11,2,3/11/2022
2901,1751,FutureLearn,21.41,4,9/23/2023
2902,1752,Udemy,18.36,1,5/27/2024
2903,1753,FutureLearn,21.33,5,1/29/2021
2904,1754,Udemy,17.39,7,6/8/2021
2905,1755,edX,5.5,8,8/18/2020
2906,1756,Udemy,17.7,3,4/16/2023
2907,1757,FutureLearn,4.91,2,10/4/2021
2908,1758,LinkedIn Learning,23.47,12,8/11/2020
2909,1759,LinkedIn Learning,0.5,6,2/7/2020
2910,1761,Coursera,0.43,14,1/3/2021
2911,1762,edX,18.99,4,7/18/2023
2912,1763,LinkedIn Learning,0.68,6,10/14/2024
2913,1764,FutureLearn,5.97,12,3/31/2024
2914,1767,LinkedIn Learning,17.49,1,11/9/2020
2915,1768,Udemy,24.89,7,2/22/2022
2916,1771,edX,16.6,4,9/21/2022
2917,1772,FutureLearn,17.36,7,1/29/2021
2918,1773,edX,23.47,1,11/6/2024
2919,1774,FutureLearn,4.48,5,7/28/2021
2920,1775,LinkedIn Learning,9.91,16,1/30/2022
2921,1776,Udemy,13.4,8,6/23/2021
2922,1777,Coursera,14.03,10,2/25/2023
2923,1781,LinkedIn Learning,2.48,10,11/27/2021
2924,1782,edX,2.68,10,1/8/2020
2925,1783,LinkedIn Learning,2.6,15,3/19/2024
2926,1784,FutureLearn,10.34,2,12/9/2023
2927,1785,edX,3.62,15,12/27/2024
2928,1786,Udemy,0.82,7,3/19/2020
2929,1787,Udemy,7.16,6,6/4/2023
2930,1788,edX,12.21,4,9/7/2024
2931,1790,LinkedIn Learning,4.72,14,9/30/2022
2932,1791,LinkedIn Learning,16.09,3,6/3/2022
2933,1792,FutureLearn,19.46,4,3/10/2022
2934,1794,Udemy,24.49,9,3/14/2023
2935,1795,edX,10.07,8,12/14/2022
2936,1797,Udemy,14.89,14,8/28/2022
2937,1798,Coursera,5.24,4,1/28/2023
2938,1802,LinkedIn Learning,5.99,15,9/4/2021
2939,1803,edX,2.61,16,3/23/2023
2940,1804,LinkedIn Learning,9.13,13,3/2/2021
2941,1805,Udemy,23.83,12,9/17/2023
2942,1806,LinkedIn Learning,21.02,2,8/24/2023
2943,1807,LinkedIn Learning,0.61,13,10/3/2021
2944,1810,FutureLearn,16.59,12,4/22/2024
2945,1811,LinkedIn Learning,3.7,11,5/8/2022
2946,1813,Coursera,12.8,4,9/14/2022
2947,1814,FutureLearn,13.13,14,7/31/2023
2948,1816,FutureLearn,11.22,9,2/13/2020
2949,1817,FutureLearn,7.28,3,8/5/2020
2950,1818,LinkedIn Learning,15.93,15,9/30/2023
2951,1820,Udemy,20.9,13,1/19/2021
2952,1821,Udemy,9.44,9,1/8/2022
2953,1822,LinkedIn Learning,7.72,14,3/28/2023
2954,1823,edX,22.74,14,11/25/2022
2955,1824,Coursera,23.85,11,11/24/2024
2956,1825,Udemy,5.15,10,11/1/2022
2957,1826,LinkedIn Learning,15.45,3,12/14/2022
2958,1827,LinkedIn Learning,23.5,6,9/11/2021
2959,1828,FutureLearn,3.36,6,6/29/2021
2960,1831,LinkedIn Learning,13.66,1,8/15/2024
2961,1832,Udemy,20.65,12,5/30/2024
2962,1834,edX,13.33,5,9/17/2022
2963,1835,Coursera,16.08,11,7/16/2022
2964,1836,edX,1.42,9,12/6/2023
2965,1838,Udemy,7.13,9,4/5/2024
2966,1841,LinkedIn Learning,23.79,8,9/2/2022
2967,1842,Coursera,23.8,4,11/10/2020
2968,1843,edX,23.62,2,8/7/2020
2969,1844,LinkedIn Learning,21.53,16,4/25/2023
2970,1845,Coursera,5.96,6,11/7/2024
2971,1846,Coursera,21.15,15,2/7/2023
2972,1847,Coursera,10.18,1,6/6/2021
2973,1849,Coursera,2.18,8,2/16/2020
2974,1850,Udemy,3.5,10,7/8/2020
2975,1853,Udemy,6.79,15,5/10/2024
2976,1854,Udemy,17.23,10,11/18/2020
2977,1855,Udemy,0.7,9,12/17/2023
2978,1856,edX,14.74,1,1/26/2021
2979,1857,Coursera,22.46,3,5/24/2022
2980,1858,LinkedIn Learning,2.66,5,8/30/2021
2981,1859,Udemy,20.74,2,4/11/2022
2982,1860,LinkedIn Learning,16.52,15,12/24/2024
2983,1861,LinkedIn Learning,11.56,16,9/29/2023
2984,1862,Udemy,20.96,12,3/23/2024
2985,1863,FutureLearn,16.34,11,8/7/2024
2986,1864,edX,20.85,3,4/7/2023
2987,1866,edX,6.57,3,2/28/2020
2988,1867,LinkedIn Learning,12.26,8,8/28/2023
2989,1872,Coursera,8.14,16,6/19/2023
2990,1873,LinkedIn Learning,10.15,10,6/30/2022
2991,1874,LinkedIn Learning,19.06,14,12/8/2021
2992,1875,edX,0.31,3,4/12/2022
2993,1879,LinkedIn Learning,7.73,12,11/17/2023
2994,1880,Coursera,22.1,3,1/9/2020
2995,1882,LinkedIn Learning,23.88,1,5/16/2021
2996,1883,edX,2.58,8,6/6/2021
2997,1885,Coursera,4.04,9,2/10/2021
2998,1886,edX,11.5,9,4/4/2021
2999,1887,Coursera,13.46,7,4/18/2022
3000,1889,Udemy,13.85,6,11/5/2023
3001,1891,FutureLearn,8.47,10,7/22/2021
3002,1895,Udemy,23.76,12,6/6/2022
3003,1896,Udemy,18.67,2,5/27/2023
3004,1899,Udemy,1.27,10,3/20/2024
3005,1900,Coursera,1.36,12,12/23/2024
3006,1901,Coursera,3.22,11,11/13/2020
3007,1902,LinkedIn Learning,2,2,5/26/2024
3008,1903,Udemy,12.19,12,10/8/2024
3009,1905,FutureLearn,11.63,2,11/17/2020
3010,1907,LinkedIn Learning,6.24,4,1/31/2022
3011,1909,edX,13.85,9,5/9/2021
3012,1915,FutureLearn,7.67,6,3/25/2023
3013,1916,Coursera,4.86,1,6/9/2024
3014,1917,edX,23.15,8,4/14/2021
3015,1919,Coursera,21.37,6,4/10/2023
3016,1920,Udemy,14.99,10,5/25/2023
3017,1923,Udemy,11.72,6,2/29/2024
3018,1925,LinkedIn Learning,19.46,5,11/10/2021
3019,1926,FutureLearn,6.52,7,3/27/2020
3020,1927,Coursera,3.52,3,11/16/2020
3021,1928,Coursera,0.55,14,7/4/2022
3022,1929,Coursera,14.58,10,7/22/2023
3023,1930,Udemy,8.16,2,7/3/2020
3024,1931,edX,15.57,9,8/14/2020
3025,1932,FutureLearn,5.37,1,8/22/2024
3026,1933,LinkedIn Learning,16.28,6,1/22/2022
3027,1934,FutureLearn,23.59,15,7/22/2022
3028,1935,Udemy,8.18,8,7/14/2023
3029,1937,Coursera,23.78,16,10/9/2023
3030,1938,Udemy,6.39,1,2/4/2024
3031,1941,LinkedIn Learning,2.49,8,4/3/2021
3032,1942,edX,13.9,2,6/25/2022
3033,1943,Coursera,24.29,8,11/12/2021
3034,1946,Udemy,21.11,6,10/6/2022
3035,1947,Udemy,12.05,7,5/29/2024
3036,1949,Coursera,13.59,12,11/1/2022
3037,1950,FutureLearn,10.54,10,8/26/2022
3038,1951,FutureLearn,16.49,13,8/25/2022
3039,1952,LinkedIn Learning,8.38,12,12/18/2024
3040,1953,LinkedIn Learning,5.5,10,8/16/2020
3041,1954,edX,12.37,3,10/27/2022
3042,1955,Coursera,4.08,12,2/16/2021
3043,1956,Coursera,13.1,13,8/31/2024
3044,1958,FutureLearn,2.43,8,5/25/2023
3045,1960,LinkedIn Learning,15.42,11,10/9/2020
3046,1961,FutureLearn,21.82,1,2/19/2022
3047,1964,edX,21.42,1,7/29/2024
3048,1965,edX,15.55,1,8/8/2022
3049,1966,edX,13.41,16,8/19/2021
3050,1969,LinkedIn Learning,9.41,1,10/24/2020
3051,1970,Udemy,14.27,8,11/12/2022
3052,1973,LinkedIn Learning,18.51,13,4/15/2024
3053,1974,Coursera,7.6,1,5/17/2023
3054,1975,Udemy,14.45,8,2/23/2024
3055,1977,Udemy,22.3,14,11/26/2022
3056,1978,edX,7.08,8,2/1/2022
3057,1979,edX,5,13,2/29/2024
3058,1980,edX,7.24,4,12/27/2023
3059,1981,Udemy,9.73,1,12/28/2023
3060,1982,Coursera,13.59,9,7/25/2023
3061,1984,Coursera,7.91,8,2/16/2022
3062,1985,LinkedIn Learning,22.78,4,1/31/2023
3063,1986,Udemy,22.65,7,6/16/2020
3064,1987,Coursera,9.84,13,1/12/2020
3065,1988,FutureLearn,13.6,8,12/16/2022
3066,1989,Udemy,8.14,9,3/14/2024
3067,1990,Coursera,0.83,13,1/23/2024
3068,1991,edX,20.78,2,7/15/2023
3069,1992,Udemy,5.73,12,4/1/2020
3070,1993,Coursera,15.21,12,6/26/2021
3071,1994,FutureLearn,7.42,11,2/26/2020
3072,1995,edX,12.2,9,5/12/2022
3073,1996,FutureLearn,14.82,1,3/9/2024
3074,1997,Udemy,6.9,9,3/18/2023
3075,2000,edX,13.23,14,2/4/2023
3076,2001,LinkedIn Learning,1.12,11,5/18/2023
3077,2003,FutureLearn,9.7,14,12/28/2024
3078,2005,Coursera,3.92,16,5/1/2023
3079,2007,edX,7.53,3,5/22/2022
3080,2008,Udemy,9.53,14,3/25/2021
3081,2009,edX,21.09,15,9/1/2020
3082,2010,Coursera,15.96,14,1/19/2021
3083,2011,Coursera,12.12,2,12/9/2021
3084,2013,Udemy,6.71,1,11/8/2022
3085,2014,LinkedIn Learning,23.72,16,1/2/2020
3086,2016,LinkedIn Learning,6.99,1,5/29/2022
3087,2019,edX,1.59,8,2/23/2020
3088,2020,Coursera,4,8,3/11/2020
3089,2021,Udemy,17.81,8,11/18/2023
3090,2024,edX,13.06,11,9/27/2024
3091,2025,LinkedIn Learning,1.23,4,5/5/2024
3092,2026,LinkedIn Learning,17.99,5,6/25/2020
3093,2027,FutureLearn,1.2,15,12/18/2021
3094,2029,FutureLearn,10.01,15,1/8/2020
3095,2032,LinkedIn Learning,6.76,3,10/16/2022
3096,2033,edX,23.53,11,10/17/2024
3097,2034,edX,23.41,16,2/9/2022
3098,2035,Coursera,7.66,2,10/29/2023
3099,2036,FutureLearn,3.1,9,2/5/2023
3100,2037,Udemy,23.61,11,1/19/2024
3101,2039,Coursera,20.92,7,4/14/2023
3102,2041,FutureLearn,16.09,13,1/22/2020
3103,2042,Coursera,4.88,15,3/4/2020
3104,2044,edX,6.77,10,1/1/2020
3105,2045,Coursera,8.35,13,10/10/2020
3106,2048,FutureLearn,16.89,4,7/23/2022
3107,2051,FutureLearn,8.95,5,11/7/2023
3108,2053,Coursera,0.89,8,8/10/2022
3109,2055,Udemy,2.41,14,4/29/2021
3110,2057,Coursera,0.08,3,10/24/2022
3111,2058,LinkedIn Learning,17.53,6,2/4/2024
3112,2059,Udemy,13.67,5,7/12/2023
3113,2060,Coursera,14.33,3,9/15/2024
3114,2061,Udemy,5.79,7,9/6/2022
3115,2062,Udemy,16.16,7,3/14/2023
3116,2063,LinkedIn Learning,3.42,14,4/7/2021
3117,2064,Udemy,9.11,11,1/24/2023
3118,2065,Udemy,10.59,9,6/22/2024
3119,2066,edX,12.34,2,7/19/2023
3120,2067,LinkedIn Learning,8.72,6,9/3/2023
3121,2070,FutureLearn,13.06,13,11/30/2022
3122,2072,FutureLearn,5.3,5,10/7/2023
3123,2073,Udemy,3.9,6,4/21/2020
3124,2074,LinkedIn Learning,17.56,4,8/20/2022
3125,2075,Udemy,20.97,5,3/10/2024
3126,2077,Udemy,3.28,4,6/14/2022
3127,2078,Coursera,23.37,9,1/29/2024
3128,2080,LinkedIn Learning,16.15,9,6/14/2020
3129,2081,Coursera,3.7,9,10/8/2021
3130,2082,edX,16.79,6,12/31/2021
3131,2084,Coursera,12.72,14,6/1/2023
3132,2085,edX,14.54,11,5/13/2021
3133,2086,LinkedIn Learning,0.29,16,3/7/2022
3134,2087,Coursera,18.74,7,1/4/2020
3135,2088,edX,12.75,4,6/19/2024
3136,2089,FutureLearn,6.24,11,4/16/2024
3137,2090,LinkedIn Learning,24.99,10,9/16/2020
3138,2093,FutureLearn,5.26,3,10/4/2024
3139,2097,Coursera,2.11,15,7/15/2023
3140,2098,LinkedIn Learning,4.44,14,10/17/2022
3141,2099,LinkedIn Learning,21.01,11,2/22/2020
3142,2101,Coursera,13.4,4,8/18/2020
3143,2102,FutureLearn,0.24,9,12/25/2020
3144,2105,edX,20.22,10,8/26/2022
3145,2106,LinkedIn Learning,2.92,9,4/1/2021
3146,2107,FutureLearn,3.18,5,8/4/2022
3147,2108,Udemy,9.17,12,5/28/2024
3148,2110,Udemy,21.61,15,9/6/2022
3149,2111,FutureLearn,8.87,16,3/26/2020
3150,2112,LinkedIn Learning,1.15,1,6/12/2021
3151,2114,Coursera,6.13,14,11/5/2022
3152,2115,Udemy,19.31,2,9/16/2020
3153,2116,LinkedIn Learning,21.14,5,3/24/2021
3154,2117,Udemy,17.38,16,5/13/2020
3155,2118,LinkedIn Learning,17.37,15,9/5/2024
3156,2119,Coursera,8.39,11,5/13/2020
3157,2122,LinkedIn Learning,6.09,4,1/3/2020
3158,2123,edX,9.94,5,11/14/2020
3159,2125,Udemy,11.52,6,6/30/2020
3160,2126,LinkedIn Learning,13.82,4,12/7/2021
3161,2127,LinkedIn Learning,10.78,15,11/13/2020
3162,2130,FutureLearn,2.72,3,12/18/2024
3163,2131,edX,22.21,6,10/2/2021
3164,2132,Coursera,24.37,14,4/26/2023
3165,2134,Udemy,14.06,2,11/28/2020
3166,2136,LinkedIn Learning,10.11,15,7/10/2022
3167,2137,Udemy,9.39,8,11/28/2020
3168,2139,LinkedIn Learning,7.96,12,5/29/2022
3169,2142,FutureLearn,20.42,15,9/16/2023
3170,2143,FutureLearn,9.58,15,1/13/2023
3171,2145,LinkedIn Learning,0.17,8,10/3/2022
3172,2147,edX,24.88,14,4/9/2021
3173,2149,edX,5.44,10,1/26/2020
3174,2151,edX,5.8,2,1/3/2023
3175,2152,Coursera,14.44,7,7/21/2020
3176,2153,Udemy,15.84,6,11/15/2023
3177,2154,Udemy,6.79,8,5/14/2021
3178,2155,LinkedIn Learning,5.97,1,11/4/2023
3179,2157,LinkedIn Learning,9.4,4,3/9/2023
3180,2158,Coursera,4.65,4,2/25/2021
3181,2159,LinkedIn Learning,3.37,7,5/30/2024
3182,2160,edX,21.89,10,9/8/2023
3183,2161,Coursera,14.64,9,1/27/2023
3184,2162,Coursera,20.46,5,10/30/2022
3185,2163,Udemy,10.94,5,4/1/2022
3186,2164,Coursera,18.23,11,6/17/2023
3187,2168,Coursera,17.67,10,1/28/2020
3188,2169,Coursera,10.8,3,2/9/2023
3189,2170,FutureLearn,14.79,4,5/25/2023
3190,2172,edX,19.96,3,1/7/2024
3191,2175,LinkedIn Learning,13.92,4,4/3/2020
3192,2176,FutureLearn,2.36,4,3/24/2021
3193,2177,Udemy,10.4,13,8/5/2024
3194,2178,Coursera,12.34,7,11/20/2021
3195,2179,Coursera,24.51,4,11/25/2023
3196,2180,Udemy,19.14,3,10/11/2024
3197,2181,Coursera,22.25,14,12/31/2024
3198,2182,Coursera,1.98,8,5/4/2020
3199,2183,edX,21.81,14,12/25/2021
3200,2185,LinkedIn Learning,15.24,11,5/23/2020
3201,2186,FutureLearn,22.16,12,1/29/2020
3202,2187,Coursera,12.47,7,10/25/2024
3203,2192,FutureLearn,21.89,7,7/31/2021
3204,2193,edX,22.01,6,3/24/2024
3205,2194,FutureLearn,8.36,3,11/30/2024
3206,2196,Udemy,10.31,14,7/26/2021
3207,2197,edX,2.96,4,12/20/2023
3208,2200,Udemy,10.43,15,9/7/2023
3209,2201,Coursera,1.43,5,2/25/2021
3210,2203,LinkedIn Learning,14.97,9,7/12/2024
3211,2206,LinkedIn Learning,6.69,9,5/8/2021
3212,2207,FutureLearn,9.58,16,11/26/2024
3213,2209,FutureLearn,9.13,13,8/30/2021
3214,2211,FutureLearn,2.1,10,8/21/2020
3215,2212,FutureLearn,23.94,6,7/4/2021
3216,2213,edX,2.72,8,12/26/2020
3217,2214,LinkedIn Learning,24,4,7/31/2024
3218,2215,edX,19.95,16,9/22/2021
3219,2217,Coursera,10.4,6,6/8/2021
3220,2218,FutureLearn,1.86,16,2/14/2022
3221,2220,LinkedIn Learning,1.34,15,9/9/2023
3222,2223,edX,19.83,3,12/19/2022
3223,2224,Coursera,4.55,13,2/26/2021
3224,2226,Coursera,11.03,4,9/28/2021
3225,2228,FutureLearn,12.89,6,3/26/2023
3226,2229,edX,9.88,4,9/26/2021
3227,2230,LinkedIn Learning,3.57,8,11/18/2022
3228,2231,FutureLearn,18.37,5,7/30/2024
3229,2232,FutureLearn,22.75,11,7/4/2023
3230,2233,Udemy,19.35,2,6/13/2022
3231,2234,Coursera,17.79,1,1/12/2023
3232,2239,Udemy,13.1,8,6/11/2020
3233,2240,LinkedIn Learning,1.93,5,3/7/2024
3234,2241,Udemy,9.4,8,8/3/2024
3235,2242,edX,17.9,11,3/19/2021
3236,2244,edX,4.01,14,3/16/2021
3237,2245,Udemy,13.02,6,12/29/2022
3238,2247,edX,13,11,1/7/2024
3239,2248,FutureLearn,0.11,9,6/11/2023
3240,2249,LinkedIn Learning,19.97,13,5/5/2022
3241,2250,Coursera,12.92,3,8/28/2021
3242,2252,edX,12.65,1,5/30/2022
3243,2254,FutureLearn,3.75,6,5/25/2022
3244,2255,LinkedIn Learning,18.36,6,7/22/2022
3245,2256,Coursera,10.94,12,1/29/2021
3246,2259,Udemy,19.24,15,9/28/2023
3247,2260,FutureLearn,6.24,7,10/11/2022
3248,2261,FutureLearn,16.39,12,10/24/2023
3249,2263,FutureLearn,4.27,1,6/20/2023
3250,2265,LinkedIn Learning,13.52,5,11/27/2024
3251,2266,Coursera,18.65,8,9/14/2024
3252,2267,Udemy,1.43,16,12/2/2023
3253,2268,Udemy,21.8,15,1/20/2020
