St_ID,Exam_ID,Ques_ID,Student_Answer,Is_Correct
28879,164,1051,C,1
28879,164,332,B,1
27368,308,829,C,0
27368,308,849,B,0
27368,308,651,C,1
27368,308,821,C,0
27368,308,1155,B,1
27368,308,275,C,1
27368,308,73,D,1
27368,308,658,C,1
27368,308,794,C,0
27368,308,484,A,1
29707,179,648,C,1
29707,179,99,D,1
29707,179,865,D,1
29707,179,803,B,0
29707,179,728,C,1
29707,179,928,D,0
29707,179,215,B,1
29707,179,599,B,1
29707,179,580,D,1
29707,179,1087,B,1
29707,179,823,A,1
21505,855,655,B,1
21505,855,438,D,0
21505,855,847,B,1
21505,855,164,C,1
21505,855,580,C,1
21505,855,487,D,0
21505,855,970,C,1
21505,855,477,A,0
21505,855,462,A,1
21505,855,908,B,1
21505,855,635,D,0
21092,208,557,C,1
21092,208,974,B,1
21092,208,316,B,1
21092,208,393,C,0
21092,208,798,B,1
21092,208,137,A,1
21092,208,200,D,0
21092,208,943,A,1
21092,208,828,C,1
21092,208,977,C,1
21092,208,199,C,1
21092,208,139,B,0
17841,129,966,A,1
17841,129,442,C,0
17841,129,1056,D,1
17841,129,261,C,1
17841,129,1162,A,1
17841,129,20,D,1
17841,129,30,C,1
17841,129,809,D,1
17841,129,524,B,1
17841,129,979,C,0
32024,923,419,A,0
32024,923,948,D,1
32024,923,282,A,1
32024,923,344,A,1
32024,923,777,A,0
32024,923,503,D,1
32024,923,1117,D,0
32024,923,471,B,1
32024,923,969,C,1
20252,932,210,C,1
20252,932,888,B,0
20252,932,2,A,1
20252,932,779,B,1
20252,932,922,A,1
20252,932,737,C,0
20252,932,151,A,1
20252,932,133,D,1
20252,932,996,D,1
20252,932,1118,C,0
20252,932,808,A,0
19335,221,418,B,0
19335,221,484,D,1
19335,221,686,D,1
19335,221,783,D,1
19335,221,1016,B,1
19335,221,579,C,1
19335,221,764,B,1
19335,221,402,A,1
19335,221,49,D,1
19335,221,255,C,1
19450,704,292,A,1
19450,704,902,D,1
19450,704,505,A,0
19450,704,1134,D,1
19450,704,950,C,1
19450,704,1141,A,1
19450,704,438,D,0
19450,704,2,D,1
19450,704,1037,B,1
19450,704,506,D,1
19450,704,106,C,1
19179,652,35,B,0
19179,652,1081,D,1
19179,652,40,C,1
19179,652,230,A,1
19179,652,446,C,1
19179,652,1105,B,1
19179,652,157,A,0
19179,652,417,D,1
19179,652,1102,D,1
19179,652,239,B,1
19179,652,938,D,1
19179,652,713,D,1
17788,1222,1090,C,1
17788,1222,45,C,0
17788,1222,1105,C,0
17788,1222,1076,C,1
17788,1222,726,A,1
17788,1222,1102,D,1
17788,1222,189,A,0
17788,1222,137,D,1
17788,1222,272,A,1
10184,88,816,B,1
10184,88,375,C,1
10184,88,751,D,0
10184,88,787,C,1
10184,88,1163,C,1
10184,88,1184,D,1
10184,88,224,C,1
10184,88,1149,C,0
10184,88,1178,B,1
10184,88,212,B,1
10184,88,77,B,1
10184,88,1084,D,1
27717,453,743,B,0
27717,453,620,B,1
27717,453,968,C,0
27717,453,189,D,1
27717,453,585,B,0
27717,453,661,B,0
27717,453,1127,C,1
27717,453,1036,C,1
27717,453,493,C,1
27717,453,10,A,0
11187,1270,555,C,1
11187,1270,495,C,1
11187,1270,2,B,1
11187,1270,107,C,1
11187,1270,422,B,1
11187,1270,244,B,0
11187,1270,1170,D,1
11187,1270,1120,B,1
11187,1270,695,A,1
11187,1270,592,B,1
34906,766,590,B,1
34906,766,1180,B,0
34906,766,1195,D,0
34906,766,868,C,1
34906,766,879,A,1
34906,766,1088,C,1
34906,766,168,A,1
34906,766,557,B,1
34906,766,1071,B,1
34906,766,900,B,1
34906,766,632,C,0
34906,766,1131,D,1
15565,906,380,A,1
15565,906,152,C,1
15565,906,135,D,0
15565,906,290,D,0
15565,906,593,C,1
15565,906,18,C,1
15565,906,173,A,1
15565,906,1110,D,0
15565,906,1015,D,1
15565,906,207,D,0
15565,906,1113,A,0
15565,906,727,A,1
9634,1014,336,B,1
9634,1014,215,A,1
9634,1014,264,B,1
9634,1014,13,C,1
9634,1014,899,A,0
9634,1014,781,D,1
9634,1014,86,A,1
9634,1014,327,A,1
9634,1014,954,A,0
9634,1014,422,A,1
7209,133,499,D,1
7209,133,621,C,1
7209,133,754,C,1
7209,133,859,D,1
7209,133,967,B,1
7209,133,59,A,0
7209,133,740,D,1
7209,133,904,B,0
7209,133,340,A,1
7209,133,208,B,1
7209,133,251,C,0
39713,1138,459,D,0
39713,1138,598,C,0
39713,1138,228,A,1
39713,1138,430,A,0
39713,1138,1123,C,1
39713,1138,798,D,1
39713,1138,210,B,1
39713,1138,969,D,1
39713,1138,1029,D,1
39713,1138,1007,D,1
42011,1415,794,C,1
42011,1415,840,C,1
42011,1415,401,D,1
42011,1415,359,D,0
42011,1415,962,D,1
42011,1415,805,B,1
42011,1415,845,D,1
42011,1415,357,D,1
42011,1415,648,D,1
9301,1223,493,A,1
9301,1223,869,C,1
9301,1223,917,D,1
9301,1223,263,B,1
9301,1223,387,A,1
9301,1223,838,A,1
9301,1223,666,B,1
9301,1223,763,C,0
9301,1223,233,C,1
9301,1223,775,A,0
9301,1223,1098,A,1
9301,1223,839,D,1
37810,838,352,C,1
37810,838,1010,B,0
37810,838,312,A,0
37810,838,612,B,1
37810,838,514,C,1
37810,838,65,D,0
37810,838,490,B,1
37810,838,659,D,1
37810,838,720,B,0
37810,838,644,C,0
37810,838,135,C,1
37810,838,675,C,1
27887,1491,778,D,1
27887,1491,48,A,1
27887,1491,13,B,1
27887,1491,69,B,1
27887,1491,999,B,0
27887,1491,1117,C,0
27887,1491,1187,B,0
27887,1491,882,C,1
27887,1491,595,C,1
21545,722,1032,C,1
21545,722,333,B,0
21545,722,181,D,0
21545,722,275,A,0
21545,722,546,C,1
21545,722,891,A,0
21545,722,436,A,1
21545,722,1151,C,0
21545,722,758,D,0
21545,722,626,D,1
26049,1314,1091,D,1
26049,1314,1094,B,1
26049,1314,851,A,1
26049,1314,174,D,0
26049,1314,918,D,0
26049,1314,34,A,1
26049,1314,719,D,1
26049,1314,63,D,1
26049,1314,522,C,1
26049,1314,32,A,1
36773,429,878,A,1
36773,429,609,C,1
36773,429,1103,C,1
36773,429,1156,C,1
36773,429,320,D,1
36773,429,742,B,1
36773,429,465,A,0
36773,429,996,B,1
36773,429,867,C,1
23102,911,600,D,1
23102,911,1065,A,1
23102,911,666,D,1
23102,911,670,A,1
23102,911,217,D,1
23102,911,582,A,1
23102,911,246,A,0
23102,911,717,B,1
23102,911,724,D,0
1924,303,1011,C,1
1924,303,544,B,0
1924,303,988,C,1
1924,303,259,D,0
1924,303,765,C,0
1924,303,426,B,1
1924,303,1019,C,1
1924,303,519,B,1
1924,303,676,B,1
1924,303,599,A,0
1924,303,785,B,0
8706,459,628,B,0
8706,459,1032,C,1
8706,459,863,C,0
8706,459,520,B,0
8706,459,1047,B,1
8706,459,612,D,1
8706,459,680,A,1
8706,459,767,C,1
8706,459,1145,A,0
8706,459,524,D,1
8706,459,77,D,1
8706,459,1128,A,1
38058,53,133,D,1
38058,53,743,D,0
38058,53,415,C,1
38058,53,1074,C,0
38058,53,713,B,1
38058,53,623,A,1
38058,53,418,A,1
38058,53,259,D,1
38058,53,754,D,1
38058,53,992,A,1
38058,53,440,B,1
38058,53,1092,C,1
15204,443,951,C,1
15204,443,1156,D,1
15204,443,204,D,1
15204,443,966,C,1
15204,443,1148,C,1
15204,443,249,C,0
15204,443,2,B,0
15204,443,222,B,0
15204,443,241,D,1
15204,443,256,A,0
15204,443,41,B,1
15204,443,1027,C,1
10787,342,167,C,1
10787,342,350,C,1
10787,342,791,C,1
10787,342,149,C,1
10787,342,1115,B,1
10787,342,661,B,0
10787,342,524,A,0
10787,342,130,B,1
10787,342,845,D,1
10787,342,69,A,1
10787,342,585,B,1
5051,403,735,B,0
5051,403,1106,C,0
5051,403,833,A,1
5051,403,393,B,1
5051,403,221,B,1
5051,403,462,A,1
5051,403,202,A,0
5051,403,150,C,1
5051,403,646,D,1
32364,504,1019,D,1
32364,504,128,B,1
32364,504,634,B,1
32364,504,853,D,1
32364,504,1078,C,1
32364,504,806,C,1
32364,504,1194,A,0
32364,504,556,B,1
32364,504,300,D,0
32364,504,273,B,0
32364,504,195,B,1
32364,504,1158,C,1
35508,731,509,A,1
35508,731,93,C,0
35508,731,952,A,1
35508,731,303,A,1
35508,731,401,C,1
35508,731,712,B,1
35508,731,986,C,1
35508,731,815,B,1
35508,731,123,C,0
35508,731,1152,B,0
12227,1372,222,A,0
12227,1372,521,A,0
12227,1372,791,C,1
12227,1372,608,D,1
12227,1372,851,B,1
12227,1372,1032,A,1
12227,1372,744,A,1
12227,1372,1019,B,0
12227,1372,968,A,0
12227,1372,831,D,1
12227,1372,69,C,1
730,673,611,C,1
730,673,338,D,1
730,673,80,C,0
730,673,39,D,1
730,673,450,A,0
730,673,410,A,0
730,673,326,B,0
730,673,1177,D,1
730,673,941,B,1
730,673,547,C,1
730,673,312,A,0
6579,297,1146,C,0
6579,297,1049,B,1
6579,297,571,D,0
6579,297,1058,A,0
6579,297,933,B,0
6579,297,797,A,1
6579,297,114,D,1
6579,297,935,C,0
6579,297,695,A,1
6579,297,403,C,1
6579,297,1025,A,0
31133,1327,714,D,1
31133,1327,260,C,1
31133,1327,511,B,0
31133,1327,447,A,1
31133,1327,690,C,0
31133,1327,505,B,1
31133,1327,141,B,0
31133,1327,708,C,0
31133,1327,648,A,0
31133,1327,56,D,0
13816,849,336,A,1
13816,849,864,A,1
13816,849,35,B,0
13816,849,98,D,1
13816,849,175,C,1
13816,849,932,A,1
13816,849,155,D,1
13816,849,280,D,0
13816,849,660,B,1
13816,849,267,D,1
27324,425,145,B,1
27324,425,1057,B,1
27324,425,67,D,1
27324,425,424,D,1
27324,425,322,C,1
27324,425,262,C,1
27324,425,1163,A,1
27324,425,1159,B,1
27324,425,546,B,0
27324,425,58,C,1
27324,425,138,C,0
4744,873,648,B,1
4744,873,15,A,0
4744,873,845,C,1
4744,873,386,B,1
4744,873,1184,C,1
4744,873,387,D,1
4744,873,628,A,1
4744,873,440,D,1
4744,873,187,B,1
31114,1118,1098,B,1
31114,1118,114,D,1
31114,1118,584,C,1
31114,1118,116,A,1
31114,1118,515,B,1
31114,1118,154,C,1
31114,1118,562,C,1
31114,1118,882,B,1
31114,1118,744,C,0
31114,1118,942,D,1
31114,1118,207,C,1
29897,228,609,A,1
29897,228,385,B,1
29897,228,1110,B,0
29897,228,1104,A,0
29897,228,962,D,1
29897,228,318,A,1
29897,228,636,B,1
29897,228,598,A,1
29897,228,1103,D,1
29897,228,177,B,0
30561,510,1083,A,0
30561,510,671,A,1
30561,510,358,D,1
30561,510,607,C,1
30561,510,437,D,1
30561,510,809,C,1
30561,510,375,C,1
30561,510,565,B,1
30561,510,586,C,1
30561,510,1182,B,1
30561,510,945,A,1
30561,510,230,C,1
39548,726,348,A,0
39548,726,236,A,1
39548,726,224,A,1
39548,726,1185,C,1
39548,726,474,C,1
39548,726,702,A,1
39548,726,52,D,1
39548,726,188,A,1
39548,726,528,A,0
39548,726,450,D,1
39548,726,181,B,1
39548,726,471,B,1
31944,109,507,C,1
31944,109,775,B,1
31944,109,1170,B,1
31944,109,146,B,1
31944,109,155,D,1
31944,109,64,C,1
31944,109,101,A,1
31944,109,718,B,1
31944,109,1115,A,1
31944,109,776,C,1
29582,1079,722,A,1
29582,1079,794,D,0
29582,1079,592,D,0
29582,1079,382,A,1
29582,1079,575,C,1
29582,1079,587,D,1
29582,1079,661,B,0
29582,1079,293,A,0
29582,1079,1070,D,1
29582,1079,1171,B,0
29582,1079,815,D,1
33886,895,538,B,0
33886,895,38,D,1
33886,895,205,B,1
33886,895,1115,B,1
33886,895,240,A,1
33886,895,75,C,0
33886,895,546,A,1
33886,895,916,A,0
33886,895,994,D,1
15595,1018,653,C,1
15595,1018,698,A,0
15595,1018,714,B,1
15595,1018,876,D,1
15595,1018,566,C,1
15595,1018,473,A,1
15595,1018,323,D,1
15595,1018,588,B,1
15595,1018,1108,B,1
15595,1018,267,D,0
15595,1018,252,C,0
15595,1018,943,D,1
24481,409,893,C,1
24481,409,264,B,1
24481,409,1197,D,1
24481,409,776,A,1
24481,409,751,C,1
24481,409,318,C,1
24481,409,404,D,1
24481,409,453,D,0
24481,409,537,D,1
3902,1480,974,A,1
3902,1480,848,B,1
3902,1480,379,C,1
3902,1480,230,D,1
3902,1480,149,B,0
3902,1480,1034,B,0
3902,1480,1134,A,1
3902,1480,588,A,0
3902,1480,550,B,1
3902,1480,888,D,0
3902,1480,951,D,1
30470,1194,802,D,0
30470,1194,240,D,1
30470,1194,255,A,1
30470,1194,1052,A,1
30470,1194,660,D,1
30470,1194,528,D,1
30470,1194,998,D,0
30470,1194,809,A,1
30470,1194,186,B,1
11841,419,249,B,1
11841,419,660,B,1
11841,419,638,D,1
11841,419,194,D,1
11841,419,1011,C,1
11841,419,1038,B,0
11841,419,597,D,1
11841,419,459,D,1
11841,419,1077,A,1
11841,419,219,D,1
11841,419,812,D,0
30222,1040,748,C,1
30222,1040,1185,A,1
30222,1040,138,C,1
30222,1040,1152,D,0
30222,1040,909,B,0
30222,1040,538,A,0
30222,1040,760,D,0
30222,1040,79,C,1
30222,1040,617,D,1
30222,1040,857,A,1
30222,1040,108,A,1
30222,1040,1099,B,0
39513,641,597,B,0
39513,641,325,D,1
39513,641,109,B,1
39513,641,1027,C,1
39513,641,957,B,1
39513,641,971,A,1
39513,641,195,B,0
39513,641,648,C,1
39513,641,210,C,1
39513,641,439,C,1
39513,641,537,D,1
39513,641,474,D,1
22778,1417,845,D,0
22778,1417,1078,B,1
22778,1417,568,B,1
22778,1417,482,B,1
22778,1417,1139,B,1
22778,1417,788,D,1
22778,1417,635,D,1
22778,1417,435,C,1
22778,1417,881,B,1
22778,1417,1098,D,1
36256,1322,1047,C,1
36256,1322,1159,D,1
36256,1322,561,C,1
36256,1322,692,B,1
36256,1322,18,A,1
36256,1322,703,C,1
36256,1322,324,A,1
36256,1322,428,A,1
36256,1322,390,C,1
36256,1322,994,B,1
36256,1322,240,C,0
11683,5,882,B,1
11683,5,374,C,0
11683,5,477,B,1
11683,5,1049,D,0
11683,5,1165,B,0
11683,5,87,D,1
11683,5,352,A,1
11683,5,449,A,0
11683,5,1030,A,0
11683,5,123,C,1
11683,5,1048,A,1
11683,5,669,B,1
12240,575,1198,D,1
12240,575,480,B,1
12240,575,514,A,0
12240,575,635,D,0
12240,575,1153,A,0
12240,575,1075,B,1
12240,575,355,C,1
12240,575,488,C,1
12240,575,12,B,1
12240,575,662,A,1
12240,575,770,D,0
12240,575,371,A,1
36052,591,955,A,1
36052,591,1180,B,1
36052,591,681,B,1
36052,591,839,C,1
36052,591,116,A,1
36052,591,953,A,0
36052,591,100,C,1
36052,591,374,A,0
36052,591,1191,A,0
36052,591,882,D,1
5691,726,348,C,0
5691,726,236,A,1
5691,726,224,B,1
5691,726,1185,C,1
5691,726,474,A,1
5691,726,702,A,0
5691,726,52,A,1
5691,726,188,C,1
5691,726,528,D,1
5691,726,450,C,0
5691,726,181,B,1
5691,726,471,B,1
9167,601,546,D,1
9167,601,652,B,1
9167,601,158,C,1
9167,601,510,C,1
9167,601,630,B,1
9167,601,176,C,0
9167,601,820,B,0
9167,601,1165,B,1
9167,601,365,C,1
9167,601,373,A,1
9167,601,870,D,0
6612,138,1189,D,1
6612,138,853,B,0
6612,138,1129,B,1
6612,138,192,B,1
6612,138,715,A,1
6612,138,21,C,1
6612,138,36,C,0
6612,138,255,B,0
6612,138,604,D,1
6612,138,597,A,1
27030,1068,470,A,1
27030,1068,1021,D,1
27030,1068,90,B,1
27030,1068,463,D,0
27030,1068,1128,C,0
27030,1068,856,B,1
27030,1068,321,D,1
27030,1068,265,B,1
27030,1068,624,B,1
27030,1068,421,A,1
5062,1117,940,A,1
5062,1117,933,D,1
5062,1117,226,C,1
5062,1117,438,A,1
5062,1117,881,C,0
5062,1117,517,C,1
5062,1117,407,A,1
5062,1117,748,D,1
5062,1117,77,B,1
18290,736,713,B,1
18290,736,223,C,1
18290,736,780,D,1
18290,736,528,A,1
18290,736,272,C,1
18290,736,984,C,1
18290,736,687,D,0
18290,736,1072,B,0
18290,736,293,A,1
23574,1035,399,B,1
23574,1035,437,D,0
23574,1035,567,A,1
23574,1035,1154,C,1
23574,1035,1054,C,1
23574,1035,443,B,1
23574,1035,717,D,0
23574,1035,1090,B,1
23574,1035,199,C,1
23574,1035,598,C,1
23574,1035,207,A,1
23574,1035,370,B,1
5106,1327,714,D,1
5106,1327,260,D,1
5106,1327,511,A,1
5106,1327,447,C,0
5106,1327,690,D,0
5106,1327,505,D,1
5106,1327,141,D,0
5106,1327,708,D,0
5106,1327,648,A,0
5106,1327,56,B,1
25345,916,643,A,1
25345,916,620,C,1
25345,916,139,B,1
25345,916,179,D,0
25345,916,839,B,1
25345,916,151,A,1
25345,916,227,C,0
25345,916,661,A,1
25345,916,1194,C,1
16156,1169,274,D,1
16156,1169,461,B,0
16156,1169,960,D,0
16156,1169,489,A,1
16156,1169,1162,C,1
16156,1169,904,C,1
16156,1169,701,C,1
16156,1169,1064,C,1
16156,1169,309,D,1
16156,1169,860,C,1
16156,1169,633,C,1
16156,1169,291,D,1
38251,907,1139,A,1
38251,907,1103,A,1
38251,907,140,B,1
38251,907,62,A,1
38251,907,297,C,1
38251,907,11,A,1
38251,907,695,A,0
38251,907,931,A,1
38251,907,1199,C,1
38251,907,226,C,1
38251,907,438,B,1
38251,907,1163,B,1
33048,872,127,D,0
33048,872,903,D,1
33048,872,536,A,0
33048,872,704,C,0
33048,872,628,C,0
33048,872,295,A,1
33048,872,415,A,1
33048,872,615,B,1
33048,872,621,A,1
13875,523,144,A,1
13875,523,369,B,1
13875,523,279,B,1
13875,523,302,B,1
13875,523,930,C,1
13875,523,950,D,1
13875,523,762,C,0
13875,523,293,C,0
13875,523,828,D,0
14746,1061,1042,C,1
14746,1061,1152,A,1
14746,1061,427,D,1
14746,1061,361,A,1
14746,1061,773,A,1
14746,1061,714,B,0
14746,1061,1109,C,1
14746,1061,36,D,1
14746,1061,1150,A,1
14746,1061,980,C,1
14746,1061,659,A,1
14746,1061,1192,D,0
33067,668,189,C,0
33067,668,981,D,1
33067,668,224,A,0
33067,668,759,B,1
33067,668,815,C,0
33067,668,329,B,0
33067,668,832,B,1
33067,668,764,D,1
33067,668,136,C,0
33067,668,283,D,1
33067,668,357,B,1
34456,967,592,A,1
34456,967,1179,B,1
34456,967,43,B,1
34456,967,765,B,0
34456,967,978,C,1
34456,967,1081,A,1
34456,967,266,D,1
34456,967,973,B,1
34456,967,63,C,0
34456,967,1083,B,1
13735,1114,794,A,0
13735,1114,32,D,1
13735,1114,179,C,0
13735,1114,890,A,1
13735,1114,982,D,0
13735,1114,754,A,1
13735,1114,651,B,1
13735,1114,230,C,0
13735,1114,356,B,1
13735,1114,140,D,1
13735,1114,730,C,0
6910,13,268,B,1
6910,13,533,D,0
6910,13,1131,A,1
6910,13,650,D,1
6910,13,1030,D,0
6910,13,520,C,1
6910,13,363,A,1
6910,13,745,C,1
6910,13,14,C,1
6910,13,204,D,1
6910,13,277,B,1
6910,13,873,C,1
17424,465,157,B,1
17424,465,409,B,1
17424,465,1132,C,0
17424,465,282,A,0
17424,465,837,C,1
17424,465,329,B,1
17424,465,310,B,0
17424,465,26,C,1
17424,465,749,D,1
17424,465,952,B,1
17424,465,803,A,0
17926,1021,188,C,0
17926,1021,254,D,1
17926,1021,1154,D,1
17926,1021,547,C,1
17926,1021,25,B,1
17926,1021,112,D,1
17926,1021,432,B,1
17926,1021,294,D,1
17926,1021,834,C,0
17926,1021,200,C,0
17926,1021,866,D,1
17926,1021,379,B,1
119,156,920,A,0
119,156,317,B,1
119,156,360,B,1
119,156,304,D,1
119,156,481,C,1
119,156,1073,D,0
119,156,505,A,1
119,156,846,A,1
119,156,900,C,1
119,156,86,A,1
31025,1192,1105,D,0
31025,1192,427,A,1
31025,1192,441,D,1
31025,1192,761,A,1
31025,1192,145,B,1
31025,1192,931,B,1
31025,1192,458,C,1
31025,1192,463,C,0
31025,1192,1099,B,0
8525,1159,947,C,1
8525,1159,176,D,1
8525,1159,631,C,1
8525,1159,364,B,0
8525,1159,800,A,1
8525,1159,768,B,1
8525,1159,939,D,1
8525,1159,475,B,1
8525,1159,655,A,0
8525,1159,1119,B,1
8525,1159,102,A,0
42094,515,911,B,1
42094,515,804,A,1
42094,515,220,C,1
42094,515,147,C,1
42094,515,84,B,1
42094,515,987,C,0
42094,515,764,D,0
42094,515,338,B,1
42094,515,728,B,1
42094,515,562,C,1
42094,515,1155,A,1
42094,515,361,A,1
39151,480,1134,B,1
39151,480,122,B,0
39151,480,352,B,1
39151,480,1025,C,1
39151,480,1042,B,1
39151,480,342,A,0
39151,480,988,C,1
39151,480,191,D,0
39151,480,26,C,0
39151,480,880,A,1
39151,480,1111,C,1
39151,480,935,A,1
2983,68,105,A,1
2983,68,383,C,1
2983,68,773,B,1
2983,68,412,B,1
2983,68,834,D,1
2983,68,798,B,1
2983,68,71,C,1
2983,68,824,A,1
2983,68,1088,C,1
2983,68,95,C,1
5450,904,822,B,1
5450,904,465,C,1
5450,904,547,C,1
5450,904,1188,A,1
5450,904,346,B,1
5450,904,585,A,1
5450,904,118,B,0
5450,904,734,A,0
5450,904,853,A,1
5450,904,1082,A,1
5450,904,741,D,1
15796,199,953,A,1
15796,199,734,B,1
15796,199,567,D,0
15796,199,373,D,1
15796,199,587,B,1
15796,199,530,D,1
15796,199,658,A,1
15796,199,573,D,1
15796,199,63,A,1
29715,183,796,A,1
29715,183,1140,B,1
29715,183,1194,C,1
29715,183,59,C,1
29715,183,926,A,1
29715,183,278,C,0
29715,183,332,D,1
29715,183,1093,D,1
29715,183,404,D,1
29660,280,422,B,1
29660,280,106,A,1
29660,280,107,B,1
29660,280,174,C,0
29660,280,498,D,0
29660,280,152,B,1
29660,280,737,B,0
29660,280,112,C,0
29660,280,247,A,0
29660,280,1,C,1
29660,280,288,C,1
29660,280,991,B,0
35499,605,1019,A,1
35499,605,875,D,1
35499,605,493,A,1
35499,605,600,C,1
35499,605,50,A,1
35499,605,994,A,1
35499,605,1082,A,0
35499,605,720,B,1
35499,605,815,B,0
35499,605,215,D,0
35499,605,1164,C,1
35499,605,985,A,1
38176,1060,663,D,1
38176,1060,665,B,1
38176,1060,1131,D,1
38176,1060,964,C,0
38176,1060,150,B,0
38176,1060,7,B,1
38176,1060,609,D,0
38176,1060,473,B,0
38176,1060,603,B,1
38176,1060,158,A,1
12160,511,701,B,1
12160,511,648,A,1
12160,511,1169,D,1
12160,511,686,A,1
12160,511,997,D,1
12160,511,154,A,1
12160,511,437,B,1
12160,511,459,D,1
12160,511,1085,C,1
12160,511,637,A,0
12160,511,1199,A,1
3301,753,802,B,1
3301,753,1036,D,1
3301,753,108,A,1
3301,753,369,C,1
3301,753,786,A,1
3301,753,771,C,1
3301,753,22,D,1
3301,753,973,B,1
3301,753,535,A,1
5704,495,956,D,1
5704,495,383,C,1
5704,495,938,B,0
5704,495,127,D,1
5704,495,35,D,1
5704,495,999,D,1
5704,495,750,B,1
5704,495,359,C,1
5704,495,117,A,1
5704,495,188,D,1
36922,319,47,A,1
36922,319,819,C,1
36922,319,891,C,1
36922,319,1174,C,0
36922,319,263,B,1
36922,319,587,D,1
36922,319,935,B,1
36922,319,230,B,0
36922,319,1198,B,0
36922,319,100,C,1
36922,319,620,D,1
22361,535,33,B,1
22361,535,910,B,1
22361,535,307,B,1
22361,535,923,B,1
22361,535,22,A,0
22361,535,947,D,1
22361,535,1088,B,0
22361,535,251,A,1
22361,535,992,A,1
22361,535,189,A,1
22361,535,1,B,0
6846,1227,997,A,1
6846,1227,1104,B,1
6846,1227,860,B,0
6846,1227,68,C,1
6846,1227,838,A,1
6846,1227,448,D,1
6846,1227,1186,A,0
6846,1227,546,D,1
6846,1227,173,D,1
6846,1227,472,A,1
6846,1227,612,B,1
6846,1227,1002,A,0
7158,105,535,A,1
7158,105,375,A,1
7158,105,292,D,1
7158,105,1161,D,1
7158,105,582,C,1
7158,105,674,D,1
7158,105,472,B,1
7158,105,1039,B,1
7158,105,420,B,0
7158,105,159,B,1
7158,105,719,A,1
12822,974,267,B,1
12822,974,832,B,1
12822,974,170,D,1
12822,974,56,B,0
12822,974,391,A,1
12822,974,29,A,0
12822,974,939,D,0
12822,974,346,C,1
12822,974,911,D,1
12822,974,293,C,1
12822,974,546,D,1
12822,974,1127,C,1
32149,919,744,D,1
32149,919,548,D,1
32149,919,48,C,1
32149,919,531,B,0
32149,919,1026,A,0
32149,919,176,B,1
32149,919,204,A,1
32149,919,1121,C,0
32149,919,624,C,1
32149,919,758,B,1
32149,919,663,C,1
32149,919,433,A,1
969,1219,524,D,1
969,1219,1099,D,1
969,1219,983,D,0
969,1219,834,C,1
969,1219,771,A,1
969,1219,73,C,1
969,1219,1021,B,0
969,1219,476,A,1
969,1219,653,B,1
969,1219,728,D,1
969,1219,1071,C,0
26415,689,1029,B,1
26415,689,869,C,1
26415,689,691,B,1
26415,689,1151,A,1
26415,689,67,A,1
26415,689,884,C,1
26415,689,592,C,1
26415,689,1098,B,1
26415,689,81,D,1
12647,1081,693,D,0
12647,1081,1123,C,1
12647,1081,581,D,0
12647,1081,488,A,1
12647,1081,622,A,1
12647,1081,307,A,0
12647,1081,387,D,1
12647,1081,594,B,1
12647,1081,1166,B,1
12647,1081,784,B,1
12647,1081,973,A,0
34820,621,884,A,1
34820,621,79,D,1
34820,621,1189,B,1
34820,621,392,D,1
34820,621,35,B,1
34820,621,403,A,0
34820,621,253,A,1
34820,621,789,C,1
34820,621,100,C,1
34820,621,576,B,1
34820,621,570,D,1
36278,607,47,D,1
36278,607,743,C,0
36278,607,375,D,1
36278,607,202,D,1
36278,607,1091,B,1
36278,607,441,A,1
36278,607,932,B,1
36278,607,541,A,0
36278,607,498,A,1
15376,950,1184,B,1
15376,950,271,B,0
15376,950,619,D,0
15376,950,34,D,1
15376,950,931,C,0
15376,950,636,C,1
15376,950,876,B,1
15376,950,385,C,1
15376,950,120,D,0
32168,381,851,B,1
32168,381,1181,A,1
32168,381,518,A,1
32168,381,55,D,1
32168,381,166,B,1
32168,381,1001,C,1
32168,381,645,B,1
32168,381,999,D,0
32168,381,464,A,1
32168,381,509,A,1
32168,381,138,B,1
32168,381,1111,A,1
17253,945,452,B,0
17253,945,613,B,0
17253,945,131,C,1
17253,945,209,A,1
17253,945,851,C,1
17253,945,247,D,1
17253,945,810,B,1
17253,945,990,D,1
17253,945,132,B,0
17253,945,236,A,1
17253,945,305,D,1
58,966,460,C,1
58,966,1095,D,0
58,966,1053,C,1
58,966,1142,B,1
58,966,404,B,1
58,966,347,D,1
58,966,869,A,1
58,966,580,A,1
58,966,355,B,1
28815,162,283,C,1
28815,162,1008,B,0
28815,162,422,A,1
28815,162,473,C,1
28815,162,1172,C,0
28815,162,271,C,0
28815,162,902,D,0
28815,162,168,B,1
28815,162,496,D,1
28815,162,278,C,0
28815,162,253,D,1
9702,1327,714,C,1
9702,1327,260,D,1
9702,1327,511,B,1
9702,1327,447,D,1
9702,1327,690,D,0
9702,1327,505,C,1
9702,1327,141,B,1
9702,1327,708,C,0
9702,1327,648,B,0
9702,1327,56,C,1
17056,564,957,D,0
17056,564,1066,D,1
17056,564,359,C,0
17056,564,1165,D,1
17056,564,842,C,1
17056,564,333,D,1
17056,564,720,B,1
17056,564,388,C,1
17056,564,1153,A,1
17056,564,544,A,0
17056,564,361,D,1
17056,564,288,D,1
26393,806,1199,D,1
26393,806,439,C,1
26393,806,1070,A,1
26393,806,271,A,1
26393,806,354,C,0
26393,806,944,C,0
