FreeLance_ID,St_ID,Platform,Payment,Duration,Date,Job_Description,Tools
10403,9972,Freelancer,29.98,4,3/11/2023,Data analysis with Python,Python
10404,9973,Freelancer,33.91,4,6/8/2023,Data analysis with Python,Python
10405,9974,Upwork,89.95,7,7/7/2024,Machine learning script,R
10406,9975,Fiverr,44.15,4,8/28/2021,Machine learning script,Excel
10407,9976,Fiverr,215.06,6,8/9/2023,Automated report building,JavaScript
10408,9977,Upwork,226.01,3,8/28/2020,ETL pipeline creation,Python
10409,9978,Freelancer,137.61,3,12/2/2024,ETL pipeline creation,Tableau
10410,9979,PeoplePerHour,36.59,7,7/29/2024,Bug fixing and testing,R
10411,9980,Toptal,81.91,6,8/24/2022,Statistical data analysis,Power BI
10412,9981,Freelancer,161.43,3,8/17/2024,Web scraping service,Power BI
10413,9982,Fiverr,296.1,3,11/16/2024,Bug fixing and testing,Power BI
10414,9983,PeoplePerHour,53.21,3,4/10/2021,Machine learning script,C++
10415,9984,Toptal,275.88,6,11/11/2023,Data visualization project,JavaScript
10416,9985,PeoplePerHour,29.02,7,5/2/2021,Automated report building,Tableau
10417,9986,Toptal,256.51,4,12/3/2022,Automated report building,Excel
10418,9987,Fiverr,179,7,8/20/2020,Machine learning script,Power BI
10419,9988,Upwork,208.85,6,5/27/2021,Data analysis with Python,Power BI
10420,9989,Freelancer,235.57,3,9/2/2024,Bug fixing and testing,Tableau
10421,9990,Toptal,297,6,6/12/2022,Dashboard in Power BI,C++
10422,9991,Fiverr,156.11,4,9/12/2023,Statistical data analysis,JavaScript
10423,9992,Upwork,75.18,6,11/18/2023,Data analysis with Python,JavaScript
10424,9993,Fiverr,104.14,4,11/2/2021,Data analysis with Python,Tableau
10425,9994,Fiverr,252.39,3,5/5/2023,Backend API development,R
10426,9995,PeoplePerHour,218.95,6,11/29/2023,Statistical data analysis,SQL
10427,9996,Upwork,164.81,7,7/31/2020,Automated report building,Excel
10428,9997,Upwork,282.41,4,4/21/2021,ETL pipeline creation,JavaScript
10429,9998,Upwork,20.06,3,4/10/2023,Web scraping service,Excel
10430,9999,Toptal,37.36,4,11/16/2024,Data visualization project,Python
10431,10000,Upwork,250.05,3,9/9/2020,ETL pipeline creation,Python
10432,10001,Toptal,115.12,4,11/4/2021,Data visualization project,Python
10433,10002,Fiverr,255.22,3,9/26/2020,Data visualization project,Power BI
10434,10003,PeoplePerHour,9.6,6,6/17/2022,Dashboard in Power BI,Python
10435,10004,Freelancer,153.34,3,1/29/2022,Data analysis with Python,Excel
10436,10005,PeoplePerHour,14.81,3,9/16/2023,ETL pipeline creation,R
10437,10006,Freelancer,52.69,4,4/24/2023,Bug fixing and testing,R
10438,10007,Toptal,122.12,7,8/10/2022,Bug fixing and testing,R
10439,10008,Upwork,298.32,5,2/29/2020,Data analysis with Python,Tableau
10440,10009,Freelancer,263.77,6,9/11/2021,ETL pipeline creation,Excel
10441,10010,Freelancer,231.31,3,1/2/2021,Data visualization project,Python
10442,10011,Freelancer,60.62,7,7/26/2023,Backend API development,JavaScript
10443,10012,Freelancer,157.38,7,5/11/2024,Backend API development,Power BI
10444,10013,Toptal,237.2,3,4/29/2021,Machine learning script,SQL
10445,10015,PeoplePerHour,237.31,7,11/8/2024,Web scraping service,Python
10446,10016,Toptal,72.44,4,12/2/2020,Backend API development,SQL
10447,10018,PeoplePerHour,124.82,7,4/11/2023,Web scraping service,C++
10448,10019,Toptal,22.41,6,4/6/2020,Data visualization project,JavaScript
10449,10020,Upwork,76.11,7,4/21/2024,Machine learning script,SQL
10450,10021,Freelancer,267.16,7,8/21/2020,ETL pipeline creation,JavaScript
10451,10022,Toptal,255.1,6,8/7/2022,Automated report building,Excel
10452,10023,Fiverr,266.75,7,6/14/2020,Bug fixing and testing,Power BI
10453,10024,Upwork,12.73,4,4/16/2023,ETL pipeline creation,Power BI
10454,10025,Fiverr,231.88,7,3/15/2020,Automated report building,Python
10455,10026,Fiverr,38.53,5,1/12/2022,Dashboard in Power BI,C++
10456,10027,PeoplePerHour,219.73,7,11/6/2023,Automated report building,Tableau
10457,10028,Toptal,43.23,5,4/10/2021,Bug fixing and testing,Python
10458,10029,Fiverr,104.32,4,9/6/2021,Bug fixing and testing,R
10459,10030,Upwork,21.22,4,10/5/2023,Machine learning script,Excel
10460,10031,Toptal,143.88,4,2/3/2023,Data analysis with Python,Power BI
10461,10032,PeoplePerHour,219.37,4,11/25/2022,Data visualization project,Power BI
10462,10034,Toptal,4.51,4,9/19/2021,Machine learning script,SQL
10463,10035,Toptal,86.17,7,7/28/2023,Automated report building,Python
10464,10036,Freelancer,100.49,5,3/31/2023,Machine learning script,JavaScript
10465,10038,PeoplePerHour,79.82,3,1/30/2021,Automated report building,Power BI
10466,10039,Toptal,41.95,5,2/14/2024,Statistical data analysis,Tableau
10467,10040,Fiverr,173.65,4,12/28/2023,Backend API development,Python
10468,10041,Freelancer,76.75,4,2/28/2023,Web scraping service,Python
10469,10042,PeoplePerHour,195.79,7,3/2/2024,Automated report building,Tableau
10470,10044,Fiverr,202.61,6,1/9/2024,Web scraping service,Python
10471,10045,Fiverr,151.18,5,4/16/2022,Data visualization project,R
10472,10046,Fiverr,285.75,6,4/1/2022,Machine learning script,JavaScript
10473,10047,Upwork,255.95,7,9/5/2020,Statistical data analysis,Power BI
10474,10048,Freelancer,127.17,4,7/15/2024,Automated report building,Python
10475,10049,Fiverr,103.99,5,12/15/2021,Backend API development,C++
10476,10050,Fiverr,81.62,3,6/21/2023,Data visualization project,R
10477,10052,Fiverr,126.05,6,7/9/2021,Backend API development,JavaScript
10478,10054,Upwork,169.21,3,5/22/2022,Statistical data analysis,Python
10479,10055,Upwork,118.1,5,5/21/2021,ETL pipeline creation,Python
10480,10056,Toptal,29.46,7,7/12/2021,Machine learning script,Power BI
10481,10057,Upwork,143.31,5,9/17/2021,Automated report building,JavaScript
10482,10058,Upwork,65.69,6,11/3/2023,Bug fixing and testing,JavaScript
10483,10060,Freelancer,292.08,5,5/3/2024,Backend API development,Power BI
10484,10061,Toptal,32.61,3,12/14/2021,Backend API development,Tableau
10485,10062,Upwork,92.27,7,12/4/2024,Machine learning script,SQL
10486,10063,Freelancer,143.04,6,11/20/2021,Data analysis with Python,Power BI
10487,10064,Upwork,201.69,6,11/12/2023,Data analysis with Python,SQL
10488,10065,Toptal,224.81,5,7/22/2024,Backend API development,Excel
10489,10066,Freelancer,124.2,7,10/17/2024,Backend API development,JavaScript
10490,10067,Upwork,119.23,3,9/21/2022,Bug fixing and testing,Power BI
10491,10068,Fiverr,184.54,7,10/21/2020,Bug fixing and testing,R
10492,10069,Fiverr,231.53,3,10/14/2020,Web scraping service,C++
10493,10070,Freelancer,190.11,6,6/4/2022,Automated report building,Python
10494,10071,Upwork,274.96,7,9/12/2020,ETL pipeline creation,Python
10495,10072,PeoplePerHour,31.63,4,7/22/2023,Backend API development,Excel
10496,10074,Upwork,262.97,7,4/23/2023,Machine learning script,R
10497,10075,Freelancer,138.02,5,12/5/2022,Automated report building,Power BI
10498,10076,PeoplePerHour,240.05,7,4/20/2021,Data visualization project,SQL
10499,10077,Freelancer,277.18,3,8/12/2022,ETL pipeline creation,R
10500,10078,Freelancer,4.89,6,8/10/2020,Automated report building,R
10501,10079,PeoplePerHour,273.18,3,6/9/2024,Web scraping service,JavaScript
10502,10080,Toptal,281.96,6,4/28/2021,Web scraping service,Tableau
10503,10081,PeoplePerHour,59.02,4,9/28/2021,Statistical data analysis,Excel
10504,10082,Upwork,59.16,6,1/11/2022,Bug fixing and testing,Tableau
10505,10083,Toptal,168.91,7,2/3/2020,Web scraping service,SQL
10506,10084,PeoplePerHour,88.76,4,8/21/2020,Dashboard in Power BI,R
10507,10085,Upwork,39.3,4,3/10/2021,Automated report building,R
10508,10086,PeoplePerHour,222.93,6,2/12/2023,Dashboard in Power BI,C++
10509,10087,Freelancer,294.33,6,9/2/2020,Bug fixing and testing,Power BI
10510,10088,Freelancer,285.69,3,5/14/2022,Bug fixing and testing,C++
10511,10089,Freelancer,10.83,6,9/21/2024,Statistical data analysis,Power BI
10512,10092,Toptal,31.43,3,6/9/2022,Backend API development,Python
10513,10093,Fiverr,230.03,3,10/4/2022,Statistical data analysis,R
10514,10095,Freelancer,153.41,7,5/17/2021,ETL pipeline creation,JavaScript
10515,10097,Freelancer,277.37,5,7/28/2020,ETL pipeline creation,Tableau
10516,10098,Fiverr,6.2,5,3/16/2021,Data analysis with Python,Tableau
10517,10100,Upwork,92.49,3,8/20/2022,Backend API development,Power BI
10518,10101,Upwork,242.59,4,3/13/2020,Bug fixing and testing,Power BI
10519,10102,Fiverr,131.33,4,11/20/2023,Statistical data analysis,C++
10520,10104,Fiverr,88.78,3,7/11/2020,Dashboard in Power BI,Tableau
10521,10105,Fiverr,278.55,3,12/22/2020,Automated report building,SQL
10522,10106,PeoplePerHour,131.24,3,6/1/2023,Backend API development,SQL
10523,10107,Freelancer,101.1,6,8/4/2021,Backend API development,C++
10524,10108,Upwork,88.06,6,2/1/2021,Bug fixing and testing,Excel
10525,10109,Fiverr,140.38,7,7/5/2022,Bug fixing and testing,C++
10526,10110,Upwork,144.27,5,5/1/2020,Data visualization project,Excel
10527,10111,Toptal,269.2,7,5/9/2022,Dashboard in Power BI,Tableau
10528,10112,Freelancer,190.5,5,5/8/2023,ETL pipeline creation,Python
10529,10113,Toptal,225.95,4,6/6/2023,Backend API development,Tableau
10530,10114,PeoplePerHour,114.33,5,12/21/2024,Data analysis with Python,R
10531,10115,Fiverr,232.15,4,6/18/2020,Automated report building,JavaScript
10532,10117,PeoplePerHour,177.3,6,2/1/2020,Statistical data analysis,Tableau
10533,10119,Upwork,275.44,5,3/23/2024,Bug fixing and testing,JavaScript
10534,10121,Toptal,20.29,3,4/22/2024,Statistical data analysis,R
10535,10123,PeoplePerHour,99.9,5,6/24/2020,Backend API development,C++
10536,10124,Toptal,217.78,3,5/22/2023,Backend API development,JavaScript
10537,10125,Toptal,23.34,3,8/31/2023,Bug fixing and testing,Tableau
10538,10126,PeoplePerHour,212.4,5,11/7/2023,Data analysis with Python,Excel
10539,10127,Fiverr,297.04,7,6/11/2021,Data visualization project,SQL
10540,10128,Upwork,158.13,3,9/18/2024,Machine learning script,Python
10541,10129,Upwork,33.6,3,1/9/2021,Dashboard in Power BI,Python
10542,10130,Toptal,61.2,5,6/15/2021,Backend API development,Power BI
10543,10131,Freelancer,25.65,5,6/27/2024,Dashboard in Power BI,R
10544,10132,PeoplePerHour,68.79,5,5/23/2023,Data visualization project,Power BI
10545,10133,Fiverr,169.16,3,6/9/2022,Data visualization project,R
10546,10134,Freelancer,125.39,6,7/28/2022,Machine learning script,JavaScript
10547,10135,Fiverr,165.44,4,8/6/2020,Bug fixing and testing,R
10548,10136,Toptal,8.88,5,6/6/2021,Bug fixing and testing,SQL
10549,10137,Upwork,229.01,5,12/26/2022,Data analysis with Python,Tableau
10550,10138,Toptal,193.93,7,12/9/2020,Dashboard in Power BI,JavaScript
10551,10139,Fiverr,266.71,3,2/25/2022,Automated report building,SQL
10552,10140,Upwork,259.15,6,4/30/2021,Data analysis with Python,R
10553,10141,Upwork,122.33,5,3/16/2023,Machine learning script,C++
10554,10142,PeoplePerHour,267.39,7,9/1/2023,Data analysis with Python,Tableau
10555,10143,Freelancer,166.08,7,2/27/2021,Bug fixing and testing,Excel
10556,10145,Fiverr,158.72,6,12/20/2020,Web scraping service,C++
10557,10146,Fiverr,46.05,6,8/15/2022,Data visualization project,Python
10558,10147,Freelancer,234.29,7,4/3/2020,Data visualization project,Power BI
10559,10149,Toptal,201.58,4,11/25/2021,Backend API development,Excel
10560,10150,Freelancer,12.25,5,6/25/2021,Data analysis with Python,Tableau
10561,10152,PeoplePerHour,289.49,5,4/2/2023,Bug fixing and testing,C++
10562,10153,Fiverr,39.8,5,1/15/2023,ETL pipeline creation,Tableau
10563,10154,Freelancer,230.86,6,9/11/2024,Data analysis with Python,SQL
10564,10155,Upwork,274.75,7,6/13/2022,Data visualization project,SQL
10565,10156,PeoplePerHour,49.73,3,10/2/2021,ETL pipeline creation,Python
10566,10158,Toptal,254.78,4,1/23/2021,ETL pipeline creation,SQL
10567,10159,PeoplePerHour,67.8,4,1/7/2021,Web scraping service,R
10568,10160,Upwork,153.17,6,1/9/2022,Dashboard in Power BI,Power BI
10569,10161,Freelancer,110.07,7,5/15/2024,Data visualization project,R
10570,10162,PeoplePerHour,71.08,6,9/22/2022,ETL pipeline creation,Python
10571,10163,Fiverr,135.16,3,9/18/2020,Machine learning script,Python
10572,10164,PeoplePerHour,152.68,6,7/9/2024,Statistical data analysis,R
10573,10166,Fiverr,22.12,7,3/20/2024,Automated report building,Python
10574,10168,PeoplePerHour,96.15,5,2/26/2024,Data visualization project,Tableau
10575,10169,Upwork,28.52,3,6/23/2024,Automated report building,JavaScript
10576,10170,Fiverr,214.4,3,1/18/2020,Data visualization project,Power BI
10577,10171,Toptal,150.59,4,11/17/2020,Machine learning script,C++
10578,10172,PeoplePerHour,181.87,7,1/14/2023,Machine learning script,JavaScript
10579,10173,Fiverr,205.47,7,6/25/2023,Machine learning script,Tableau
10580,10175,Fiverr,137.13,6,3/15/2023,Web scraping service,SQL
10581,10176,PeoplePerHour,41.03,3,10/15/2023,Automated report building,Tableau
10582,10177,Freelancer,228.62,4,3/1/2024,Statistical data analysis,C++
10583,10179,Freelancer,177.57,5,3/15/2022,Backend API development,Python
10584,10180,PeoplePerHour,278.4,7,8/22/2023,Dashboard in Power BI,Power BI
10585,10181,Fiverr,223.49,7,1/25/2020,Data visualization project,Power BI
10586,10183,Toptal,93.87,7,9/24/2024,Dashboard in Power BI,Python
10587,10184,Fiverr,108.51,4,10/31/2021,Backend API development,Python
10588,10185,Freelancer,79.09,4,7/4/2021,Automated report building,Excel
10589,10186,PeoplePerHour,26.58,5,5/7/2023,Machine learning script,SQL
10590,10187,Fiverr,108.75,7,7/3/2024,Backend API development,JavaScript
10591,10188,PeoplePerHour,1.41,7,11/28/2024,Machine learning script,Tableau
10592,10189,Freelancer,35.23,3,1/15/2021,Bug fixing and testing,Python
10593,10190,Fiverr,275.08,5,5/30/2023,Machine learning script,SQL
10594,10191,Freelancer,208.07,3,7/8/2022,Machine learning script,Python
10595,10192,PeoplePerHour,292.07,6,9/12/2020,Data analysis with Python,Excel
10596,10193,PeoplePerHour,235.66,5,9/18/2024,Backend API development,JavaScript
10597,10194,PeoplePerHour,94.59,7,9/25/2023,Data visualization project,Python
10598,10196,PeoplePerHour,123.73,3,12/8/2024,Data analysis with Python,Power BI
10599,10197,Toptal,87.9,4,2/27/2020,ETL pipeline creation,JavaScript
10600,10198,Fiverr,170.51,3,12/9/2022,Machine learning script,Excel
10601,10199,Upwork,47.91,3,4/8/2020,Statistical data analysis,Python
10602,10200,PeoplePerHour,260.34,4,6/6/2023,Automated report building,C++
10603,10201,Fiverr,119.86,5,1/23/2020,Data visualization project,Python
10604,10202,Toptal,12.01,5,7/12/2024,Backend API development,R
10605,10204,Freelancer,253.23,4,10/13/2021,Automated report building,Python
10606,10205,PeoplePerHour,82.48,7,11/12/2024,ETL pipeline creation,C++
10607,10206,Freelancer,148.6,5,9/13/2024,Automated report building,Tableau
10608,10207,Toptal,122.8,4,9/11/2022,Data visualization project,Tableau
10609,10208,Toptal,141.51,5,12/9/2020,Dashboard in Power BI,SQL
10610,10209,PeoplePerHour,149.73,5,2/6/2023,Machine learning script,Python
10611,10210,Freelancer,86.75,7,1/20/2023,Bug fixing and testing,C++
10612,10211,Freelancer,83.46,3,9/22/2021,Data visualization project,JavaScript
10613,10212,Upwork,69.51,5,3/31/2021,ETL pipeline creation,Python
10614,10213,Fiverr,271.15,6,8/17/2024,Backend API development,JavaScript
10615,10214,Toptal,137.61,6,6/28/2021,Machine learning script,R
10616,10215,Toptal,268.26,6,4/6/2021,Data analysis with Python,Power BI
10617,10216,Upwork,266.99,6,8/6/2024,Web scraping service,SQL
10618,10217,Upwork,193.1,7,10/6/2021,Automated report building,Excel
10619,10218,Toptal,267.2,3,7/25/2023,Automated report building,SQL
10620,10219,Fiverr,152.55,3,12/16/2024,Bug fixing and testing,R
10621,10220,Fiverr,223.57,4,9/21/2024,Web scraping service,C++
10622,10221,Upwork,262.46,7,9/1/2020,Dashboard in Power BI,Excel
10623,10222,Toptal,65.34,5,1/26/2024,Automated report building,Tableau
10624,10223,PeoplePerHour,130.66,3,9/29/2023,Dashboard in Power BI,JavaScript
10625,10224,Freelancer,290.48,5,2/3/2022,Automated report building,R
10626,10225,PeoplePerHour,243.18,4,5/14/2021,Machine learning script,SQL
10627,10226,Toptal,42.49,7,3/29/2024,Backend API development,Power BI
10628,10227,Toptal,106.29,6,5/6/2020,Statistical data analysis,JavaScript
10629,10228,Upwork,161.21,6,1/27/2022,Automated report building,R
10630,10229,Fiverr,111.58,6,3/25/2020,Data visualization project,Power BI
10631,10230,Fiverr,210.56,6,6/6/2021,Dashboard in Power BI,Excel
10632,10231,Upwork,87.09,7,9/25/2024,Statistical data analysis,Excel
10633,10232,Upwork,250.73,4,3/14/2024,Backend API development,SQL
10634,10233,PeoplePerHour,182.15,5,8/5/2020,Data analysis with Python,Python
10635,10234,Fiverr,84.83,7,11/26/2022,Dashboard in Power BI,Python
10636,10235,Freelancer,4.27,6,1/21/2024,Data visualization project,C++
10637,10236,Upwork,172.69,3,3/25/2021,Bug fixing and testing,Excel
10638,10237,Toptal,66.64,3,2/11/2022,Data visualization project,Tableau
10639,10238,Fiverr,1.64,3,4/30/2023,Backend API development,R
10640,10239,PeoplePerHour,214.99,5,10/31/2022,Machine learning script,Python
10641,10240,Fiverr,115.42,5,5/10/2022,Dashboard in Power BI,C++
10642,10241,PeoplePerHour,125.14,3,5/28/2024,Data visualization project,SQL
10643,10242,Upwork,164.44,6,8/1/2021,Data analysis with Python,JavaScript
10644,10243,PeoplePerHour,232.08,7,5/9/2020,Web scraping service,C++
10645,10244,Toptal,42.86,7,7/9/2022,Data analysis with Python,JavaScript
10646,10245,Toptal,296.91,4,4/16/2023,Statistical data analysis,Tableau
10647,10246,Toptal,244.17,6,12/9/2023,ETL pipeline creation,SQL
10648,10247,PeoplePerHour,36.86,7,11/6/2020,Dashboard in Power BI,Python
10649,10248,Freelancer,280.53,7,3/28/2023,Dashboard in Power BI,Power BI
10650,10249,Freelancer,181.32,3,11/8/2020,Web scraping service,Power BI
10651,10250,Toptal,205.92,4,1/22/2023,Web scraping service,Power BI
10652,10251,Upwork,79.67,6,5/6/2021,ETL pipeline creation,SQL
10653,10253,PeoplePerHour,66.24,4,7/26/2023,Automated report building,R
10654,10254,PeoplePerHour,65.7,4,5/29/2020,Data analysis with Python,Power BI
10655,10255,Fiverr,188.41,3,4/16/2022,Bug fixing and testing,SQL
10656,10257,PeoplePerHour,212.63,6,6/22/2020,Bug fixing and testing,SQL
10657,10258,Fiverr,80.33,3,10/15/2021,Statistical data analysis,Tableau
10658,10259,Fiverr,133.14,6,11/3/2022,Automated report building,C++
10659,10260,Freelancer,5.77,3,9/13/2020,Machine learning script,Python
10660,10261,Freelancer,184.22,5,1/15/2021,Machine learning script,R
10661,10262,Upwork,13.03,6,6/24/2023,Machine learning script,SQL
10662,10264,PeoplePerHour,23.97,6,1/18/2022,Bug fixing and testing,Python
10663,10265,Freelancer,132.01,5,8/19/2023,Backend API development,C++
10664,10266,Fiverr,182.85,5,7/24/2020,Statistical data analysis,Tableau
10665,10267,Freelancer,253.17,6,10/20/2023,Bug fixing and testing,JavaScript
10666,10268,Freelancer,252.59,3,12/29/2022,Data analysis with Python,JavaScript
10667,10269,Toptal,275.48,5,9/22/2024,Bug fixing and testing,Excel
10668,10270,Toptal,283.64,3,11/27/2022,Automated report building,Python
10669,10271,Toptal,4.07,3,10/19/2022,Bug fixing and testing,R
10670,10272,PeoplePerHour,145.06,3,10/11/2020,Dashboard in Power BI,Tableau
10671,10273,Freelancer,24.12,5,2/12/2022,Data visualization project,Python
10672,10274,Toptal,207.33,3,4/13/2020,ETL pipeline creation,SQL
10673,10275,Fiverr,283.87,7,5/7/2024,Statistical data analysis,Python
10674,10276,Fiverr,14.71,5,1/4/2024,Data visualization project,R
10675,10277,Toptal,199.47,6,12/9/2022,Machine learning script,JavaScript
10676,10279,Toptal,274.25,3,5/24/2024,Statistical data analysis,Excel
10677,10280,PeoplePerHour,37.74,7,6/21/2023,Backend API development,JavaScript
10678,10281,PeoplePerHour,60.57,5,6/9/2023,Machine learning script,JavaScript
10679,10282,Toptal,123.3,7,1/16/2021,Automated report building,Tableau
10680,10283,Toptal,127.11,6,9/12/2022,Machine learning script,Tableau
10681,10284,PeoplePerHour,49.6,3,10/18/2020,ETL pipeline creation,Excel
10682,10285,Freelancer,270.17,5,2/12/2023,Web scraping service,JavaScript
10683,10286,PeoplePerHour,87.25,3,7/28/2020,Data visualization project,Tableau
10684,10287,Upwork,80.83,5,5/26/2020,Machine learning script,Tableau
10685,10288,Upwork,181.49,3,6/4/2020,ETL pipeline creation,C++
10686,10289,Toptal,162.18,5,4/11/2020,ETL pipeline creation,Tableau
10687,10290,PeoplePerHour,264.13,7,12/19/2020,Automated report building,Tableau
10688,10291,Upwork,50.36,4,4/10/2020,Automated report building,JavaScript
10689,10292,Freelancer,81.74,7,1/14/2020,Machine learning script,Tableau
10690,10293,Toptal,109.46,6,8/24/2021,Web scraping service,Power BI
10691,10294,Freelancer,63.32,5,8/5/2022,Machine learning script,R
10692,10295,Toptal,138.62,7,4/13/2024,Backend API development,C++
10693,10296,PeoplePerHour,238.71,5,3/20/2020,Dashboard in Power BI,C++
10694,10297,PeoplePerHour,62.17,5,6/12/2020,Data analysis with Python,Power BI
10695,10298,Toptal,294.2,4,6/27/2021,Data analysis with Python,JavaScript
10696,10300,PeoplePerHour,9.77,6,2/8/2023,Bug fixing and testing,C++
10697,10301,Upwork,234.3,4,3/1/2020,Dashboard in Power BI,R
10698,10302,PeoplePerHour,85.37,7,2/15/2021,Statistical data analysis,Excel
10699,10303,Freelancer,274.7,5,12/18/2021,Web scraping service,Python
10700,10304,Freelancer,170.82,5,5/26/2022,Dashboard in Power BI,C++
10701,10306,PeoplePerHour,57.58,5,3/11/2020,Data visualization project,R
10702,10307,Fiverr,25.58,7,5/28/2023,Data visualization project,R
10703,10308,Toptal,154.35,3,11/17/2020,Bug fixing and testing,C++
10704,10309,Fiverr,50.66,3,5/8/2021,ETL pipeline creation,R
10705,10310,Upwork,131.21,6,4/1/2023,Machine learning script,Python
10706,10312,Upwork,34.72,7,2/1/2020,Dashboard in Power BI,Excel
10707,10313,Fiverr,243.98,7,3/16/2024,Dashboard in Power BI,Tableau
10708,10314,Upwork,56.73,6,10/3/2022,Statistical data analysis,C++
10709,10315,Toptal,190.93,5,4/12/2021,Statistical data analysis,Tableau
10710,10317,Upwork,119.84,4,5/5/2021,Bug fixing and testing,Tableau
10711,10318,Freelancer,21.84,3,5/3/2021,ETL pipeline creation,JavaScript
10712,10319,Fiverr,45.75,4,2/25/2020,Statistical data analysis,R
10713,10320,Freelancer,43.13,7,2/9/2022,Machine learning script,Power BI
10714,10321,Toptal,135.93,7,3/18/2020,Backend API development,R
10715,10322,PeoplePerHour,292.73,6,11/23/2022,Data analysis with Python,R
10716,10324,Upwork,173.12,3,3/2/2023,Machine learning script,JavaScript
10717,10325,PeoplePerHour,55.54,5,4/11/2023,ETL pipeline creation,SQL
10718,10326,Freelancer,205.55,4,11/13/2020,ETL pipeline creation,R
10719,10328,PeoplePerHour,268.47,7,9/15/2024,Statistical data analysis,JavaScript
10720,10329,PeoplePerHour,296.96,5,12/27/2023,Data visualization project,Power BI
10721,10330,Freelancer,138.65,4,1/31/2020,Data analysis with Python,SQL
10722,10332,Fiverr,16.65,4,6/12/2022,Web scraping service,SQL
10723,10333,Toptal,141.72,5,8/16/2021,Data analysis with Python,Tableau
10724,10334,Upwork,96.54,7,4/20/2023,Data analysis with Python,Excel
10725,10335,PeoplePerHour,43.48,3,10/30/2020,Statistical data analysis,Python
10726,10336,Toptal,71.59,6,11/15/2020,Automated report building,Python
10727,10338,Fiverr,114.38,7,10/24/2020,Automated report building,JavaScript
10728,10339,Upwork,214.68,3,2/24/2024,Backend API development,Excel
10729,10340,Fiverr,105.24,3,9/19/2020,Backend API development,Python
10730,10341,Upwork,122.15,3,11/18/2024,Web scraping service,Power BI
10731,10342,Upwork,7.22,4,6/15/2024,ETL pipeline creation,C++
10732,10343,PeoplePerHour,276.52,4,8/4/2024,Backend API development,Tableau
10733,10344,Fiverr,225.89,4,3/20/2021,Bug fixing and testing,JavaScript
10734,10346,Upwork,58.55,4,5/27/2020,Dashboard in Power BI,C++
10735,10347,PeoplePerHour,287.06,6,8/11/2023,Automated report building,SQL
10736,10348,Fiverr,186.67,7,4/15/2020,Web scraping service,Python
10737,10349,Freelancer,139.25,3,7/19/2024,Bug fixing and testing,Power BI
10738,10350,Toptal,276.18,5,7/20/2022,Data analysis with Python,Power BI
10739,10351,Toptal,32.55,4,7/3/2022,ETL pipeline creation,Excel
10740,10352,Toptal,280.43,4,9/14/2020,Statistical data analysis,SQL
10741,10353,PeoplePerHour,164.05,5,8/28/2024,Statistical data analysis,SQL
10742,10354,Fiverr,219.95,4,11/30/2023,ETL pipeline creation,Power BI
10743,10355,Freelancer,243.54,3,10/22/2021,ETL pipeline creation,Python
10744,10356,PeoplePerHour,246.18,6,9/2/2021,Data visualization project,Python
10745,10357,Freelancer,206.92,7,3/2/2022,Data visualization project,JavaScript
10746,10358,Upwork,11.73,7,12/14/2022,Web scraping service,Python
10747,10359,Upwork,129.28,5,11/20/2021,ETL pipeline creation,Python
10748,10360,Fiverr,262.26,5,12/19/2023,Automated report building,Excel
10749,10361,PeoplePerHour,51.49,4,11/4/2021,Data analysis with Python,Excel
10750,10362,Toptal,198.09,4,7/30/2021,Bug fixing and testing,Python
10751,10363,Toptal,100.35,7,2/18/2024,Bug fixing and testing,SQL
10752,10364,Toptal,159.34,4,7/22/2020,Backend API development,Tableau
10753,10365,Upwork,69.6,4,2/23/2020,Automated report building,SQL
10754,10366,PeoplePerHour,56.55,3,6/13/2023,Web scraping service,R
10755,10367,Upwork,217.95,3,9/16/2021,Machine learning script,Python
10756,10368,Fiverr,170.04,6,4/17/2021,Dashboard in Power BI,SQL
10757,10369,Upwork,104.57,7,12/4/2023,Web scraping service,Excel
10758,10370,Upwork,281.09,5,3/10/2022,ETL pipeline creation,JavaScript
10759,10371,Toptal,117.13,4,9/8/2021,Bug fixing and testing,Tableau
10760,10372,Freelancer,243.47,4,7/7/2024,Statistical data analysis,Power BI
10761,10375,PeoplePerHour,232.35,5,3/3/2021,Machine learning script,SQL
10762,10376,PeoplePerHour,230.3,4,12/17/2022,Statistical data analysis,Tableau
10763,10377,PeoplePerHour,214.53,3,4/11/2022,Data analysis with Python,Tableau
10764,10378,Freelancer,132.58,4,8/29/2023,Web scraping service,Power BI
10765,10380,Fiverr,177.46,6,9/4/2021,ETL pipeline creation,Tableau
10766,10382,Toptal,171.38,6,6/29/2022,Backend API development,Excel
10767,10383,Toptal,29.93,4,12/4/2022,Data analysis with Python,Power BI
10768,10384,Upwork,63.49,4,5/28/2021,Web scraping service,Power BI
10769,10386,Toptal,47.27,3,6/23/2021,Backend API development,Python
10770,10387,PeoplePerHour,4.32,7,5/15/2023,Machine learning script,SQL
10771,10388,PeoplePerHour,68.67,4,4/5/2024,Dashboard in Power BI,R
10772,10389,Upwork,209.66,4,2/17/2022,Data analysis with Python,Power BI
10773,10390,Toptal,269.55,5,12/24/2023,Data analysis with Python,JavaScript
10774,10391,Freelancer,17.36,3,3/10/2022,Statistical data analysis,JavaScript
10775,10392,Fiverr,102.99,6,6/18/2021,ETL pipeline creation,R
